rowid,pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_locale,disc_facility,disc_telescope,disc_instrument,ra,dec,glat,glon,elat,elon,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,st_logg,st_dens,st_rotp,st_vsin,sy_dist
4415,Kepler-750 c,Kepler-750,c,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.0968274,44.004364,14.31346,75.37602,65.19718,304.12306,4.08899022,1.62,0.145,3.26,0.0102,M-R relationship,4.21,,6160.0,1.23,1.15,0.344,3.09,4.32,0.627,,,1296.02
4416,Kepler-751 b,Kepler-751,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.8438103,44.0776872,10.62831,77.28825,63.83753,313.20049,17.44490636,2.46,0.219,6.62,0.0208,M-R relationship,2.44,,5387.0,0.84,0.87,-0.264,4.47,4.54,2.11123,,,760.43
4417,Kepler-752 b,Kepler-752,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.2681469,37.955672,9.53998,70.85949,58.71,305.12026,18.82747265,2.81,0.251,8.3,0.0261,M-R relationship,2.06,,5373.0,0.83,0.87,-0.125,4.07,4.54,1.61544,,,1232.29
4418,Kepler-753 b,Kepler-753,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.9032411,37.9023677,9.77228,70.67881,58.74188,304.55975,5.74772501,1.91,0.17,4.31,0.0136,M-R relationship,3.4,,4346.0,0.65,0.68,-0.865,3.63,4.65,4.41767,,,274.767
4419,Kepler-754 b,Kepler-754,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.2541121,37.8461519,8.79872,71.12324,58.37593,306.48293,14.5596237,2.01,0.179,4.7,0.0148,M-R relationship,3.18,,5935.0,1.08,1.06,0.416,3.8,4.39,0.72319,,,1770.27
4420,Kepler-755 b,Kepler-755,b,2,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.8609348,41.0973178,7.9012,75.35254,60.51882,313.77812,1.26909037,1.76,0.157,3.75,0.0118,M-R relationship,3.78,,5043.0,0.77,0.82,-0.457,4.9,4.58,2.78725,,,399.034
4421,Kepler-755 c,Kepler-755,c,2,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.8609348,41.0973178,7.9012,75.35254,60.51882,313.77812,2.85313364,1.26,0.112,2.13,0.00669,M-R relationship,5.85,,5043.0,0.77,0.82,-0.457,4.9,4.58,7.67757,,,399.034
4422,Kepler-756 b,Kepler-756,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.6079736,41.201094,12.12678,73.24253,62.18834,304.58323,1.22486632,1.12,0.1,1.46,0.00459,M-R relationship,5.71,,5282.0,0.79,0.82,-0.358,4.47,4.57,2.17012,,,852.0
4423,Kepler-757 b,Kepler-757,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.6804876,41.3865279,8.16092,75.54039,60.83763,313.73633,1.02267882,1.36,0.121,2.42,0.00761,M-R relationship,5.29,,6014.0,1.13,1.08,0.16,3.31,4.37,3.5012,,,1068.68
4424,Kepler-758 b,Kepler-758,b,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.0846115,41.1354049,10.42657,74.02528,61.5408,308.29394,12.1097104,2.48,0.221,6.71,0.0211,M-R relationship,2.42,,6228.0,1.42,1.16,0.563,3.8,4.19,0.45714,,,1502.32
4425,Kepler-758 c,Kepler-758,c,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.0846115,41.1354049,10.42657,74.02528,61.5408,308.29394,4.75793986,1.69,0.151,3.5,0.011,M-R relationship,3.98,,6228.0,1.42,1.16,0.563,3.8,4.19,0.1803,,,1502.32
4426,Kepler-758 d,Kepler-758,d,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.0846115,41.1354049,10.42657,74.02528,61.5408,308.29394,20.4966197,2.12,0.189,5.14,0.0162,M-R relationship,2.96,,6228.0,1.42,1.16,0.563,3.8,4.19,0.69277,,,1502.32
4427,Kepler-758 e,Kepler-758,e,1,4,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.0846115,41.1354049,10.42657,74.02528,61.5408,308.29394,8.1934719,1.53,0.136,2.96,0.0093,M-R relationship,4.54,,6228.0,1.42,1.16,0.563,3.8,4.19,0.42398,,,1502.32
4428,Kepler-759 b,Kepler-759,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.1314231,41.3814345,12.52759,73.25192,62.46723,303.96306,41.805985,2.27,0.203,5.77,0.0182,M-R relationship,2.71,,5860.0,1.04,1.04,0.061,3.89,4.42,1.5122,,,1073.48
4429,Kepler-76 b,Kepler-76,b,1,1,Orbital Brightness Modulation,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.1921185,39.6189727,8.97802,73.0559,59.83224,308.91013,1.5449298,15.244,1.36,638.8383,2.01,Mass,1.1,F,6409.0,1.32,1.2,0.451,0.62,4.2,0.96729,,6.5,822.96
4430,Kepler-760 b,Kepler-760,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.5931997,44.1794278,15.37324,75.09507,65.68943,301.77189,8.70419416,3.06,0.273,9.59,0.0302,M-R relationship,1.84,,5322.0,0.85,0.89,-0.28,4.57,4.54,2.12083,,,792.336
4431,Kepler-760 c,Kepler-760,c,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.5931997,44.1794278,15.37324,75.09507,65.68943,301.77189,2.46697439,1.48,0.132,2.79,0.00879,M-R relationship,4.73,,5322.0,0.85,0.89,-0.28,4.57,4.54,5.32948,,,792.336
4432,Kepler-761 b,Kepler-761,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.503599,44.1436249,13.45143,75.93811,65.00566,306.50338,10.12804789,2.03,0.181,4.78,0.015,M-R relationship,3.14,,5706.0,0.93,0.95,-0.117,4.07,4.48,2.35867,,,830.707
4433,Kepler-762 b,Kepler-762,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.2756631,47.3295107,14.29888,79.14986,67.79267,310.59024,3.7705521,12.68,1.131,,,Msini,,,5944.0,1.08,1.06,0.318,3.8,4.4,0.77867,,,1898.26
4434,Kepler-763 b,Kepler-763,b,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.1445534,47.1573604,13.69152,79.246,67.40611,311.84374,1.19655156,1.22,0.109,1.98,0.00624,M-R relationship,5.99,,5166.0,0.8,0.84,-0.334,4.79,4.57,4.49591,,,962.459
4435,Kepler-763 c,Kepler-763,c,1,3,Transit,2023,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.1445534,47.1573604,13.69152,79.246,67.40611,311.84374,4.09667624,1.42,0.146,2.6,0.00819,M-R relationship,4.99,,4999.0,0.84,0.8,-0.334,2.1,4.49,3.35101,,,962.459
4436,Kepler-763 d,Kepler-763,d,1,3,Transit,2023,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.1445534,47.1573604,13.69152,79.246,67.40611,311.84374,6.50327035,1.67,0.175,3.43,0.0108,M-R relationship,4.05,,4999.0,0.84,0.8,-0.334,2.1,4.49,3.30276,,,962.459
4437,Kepler-764 b,Kepler-764,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.3931183,47.1645814,10.5171,80.9124,65.91205,320.03557,7.33683936,1.64,0.146,3.33,0.0105,M-R relationship,4.15,,5557.0,0.89,0.92,-0.136,4.17,4.51,1.4571,,,1047.84
4438,Kepler-765 b,Kepler-765,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,283.1846044,47.1557114,19.32312,76.82872,69.40065,296.15776,27.6655226,2.43,0.217,6.48,0.0204,M-R relationship,2.48,,5901.0,1.06,1.05,0.146,3.72,4.41,0.84868,,,1076.28
4439,Kepler-766 b,Kepler-766,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.1845144,37.9698357,8.90471,71.20838,58.51038,306.45365,6.10027804,3.39,0.302,11.4,0.0359,M-R relationship,1.61,,5992.0,1.15,1.1,0.451,3.63,4.36,0.52073,,,2297.62
4440,Kepler-767 b,Kepler-767,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.5791562,38.0358066,10.06049,70.68283,58.94255,304.15984,161.5280101,6.64,0.592,35.7,0.112,M-R relationship,0.67,,5694.0,0.94,0.96,0.476,4.07,4.48,32.90527,,,2251.03
4441,Kepler-768 b,Kepler-768,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,294.1156858,38.3934378,8.45513,71.93296,58.68945,308.04005,11.3910025,1.79,0.16,3.86,0.0121,M-R relationship,3.7,,5108.0,0.78,0.82,-0.466,4.57,4.58,8.33869,,,784.56
4442,Kepler-769 b,Kepler-769,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.7130925,38.3581685,9.4126,71.38452,58.99177,305.99563,7.42608998,2.92,0.261,8.85,0.0279,M-R relationship,1.95,,6186.0,1.28,1.19,0.179,2.88,4.3,1.36184,,,1169.57
4443,Kepler-769 c,Kepler-769,c,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.7130925,38.3581685,9.4126,71.38452,58.99177,305.99563,15.9870174,1.79,0.16,3.86,0.0121,M-R relationship,3.7,,6186.0,1.28,1.19,0.179,2.88,4.3,1.50391,,,1169.57
4444,Kepler-77 b,Kepler-77,b,1,1,Transit,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,289.6079433,44.3454347,14.1188,75.85191,65.40519,305.20922,3.57878087,10.761,0.96,136.661,0.43,Mass,0.603,G5 V,5520.0,0.99,0.95,-0.046,7.5,4.42,1.365,,1.5,639.411
4445,Kepler-770 b,Kepler-770,b,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.4904589,38.374872,13.82103,69.25204,60.29556,296.68498,18.92540274,2.3,0.205,5.9,0.0186,M-R relationship,2.66,,5598.0,0.92,0.94,0.054,4.57,4.49,3.25028,,,930.457
4446,Kepler-770 c,Kepler-770,c,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.4904589,38.374872,13.82103,69.25204,60.29556,296.68498,1.47532231,1.2,0.107,1.87,0.00588,M-R relationship,5.95,,5598.0,0.92,0.94,0.054,4.57,4.49,0.97772,,,930.457
4447,Kepler-770 d,Kepler-770,d,1,3,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.4904589,38.374872,13.82103,69.25204,60.29556,296.68498,4.15244722,1.4,0.125,2.54,0.008,M-R relationship,5.09,,5598.0,0.92,0.94,0.054,4.57,4.49,2.07455,,,930.457
4448,Kepler-771 b,Kepler-771,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.4441104,38.0884183,13.02028,69.29811,59.84269,298.01163,8.73485836,1.82,0.162,3.97,0.0125,M-R relationship,3.62,,5906.0,1.05,1.03,0.355,3.72,4.42,0.77515,,,1393.85
4449,Kepler-772 b,Kepler-772,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.423582,38.2165603,10.25091,70.79123,59.15058,304.03127,12.99207337,1.82,0.162,3.97,0.0125,M-R relationship,3.62,,5714.0,1.11,0.98,0.475,8.13,4.33,0.5355,,,1130.21
4450,Kepler-773 b,Kepler-773,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.8846217,38.0575539,10.55969,70.45457,59.11654,303.15127,3.74910006,1.43,0.128,2.63,0.00829,M-R relationship,4.94,,5850.0,1.01,1.04,0.095,2.82,4.45,0.91462,,,547.026
4451,Kepler-774 b,Kepler-774,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.0318604,38.211894,10.52435,70.64753,59.23266,303.45203,11.0895723,3.17,0.283,10.2,0.032,M-R relationship,1.76,,6403.0,2.42,1.57,0.753,2.14,3.87,0.38065,,,917.804
4452,Kepler-775 b,Kepler-775,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.4332781,41.7033162,11.78814,73.97975,62.47617,306.18333,0.97486893,1.19,0.106,1.81,0.0057,M-R relationship,5.9,,5468.0,0.84,0.92,-0.267,1.86,4.56,1.97281,,,398.676
4453,Kepler-776 b,Kepler-776,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.2726117,41.6356009,14.5822,72.58052,63.31032,299.60801,4.89718784,1.28,0.114,2.18,0.00687,M-R relationship,5.71,,5071.0,0.78,0.83,-0.437,4.37,4.58,7.27284,,,727.904
4454,Kepler-777 b,Kepler-777,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,282.7241098,44.3465098,18.67711,73.91733,66.74998,293.517,5.72812599,1.47,0.131,2.76,0.00869,M-R relationship,4.77,,4043.0,0.56,0.58,-0.968,3.16,4.71,5.77301,,,443.106
4455,Kepler-778 b,Kepler-778,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.4774867,44.2374702,15.47229,75.11678,65.76913,301.62004,3.75574426,1.68,0.15,3.46,0.0109,M-R relationship,4.01,,5102.0,0.77,0.81,-0.413,5.25,4.58,2.7269,,,938.168
4456,Kepler-779 b,Kepler-779,b,2,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,285.6285208,44.3107855,16.724,74.6617,66.20823,298.54514,7.09714223,0.92,0.082,0.721,0.00227,M-R relationship,5.09,,3804.0,0.44,0.46,-1.234,3.89,4.81,4.62877,,,283.155
4457,Kepler-78 b,Kepler-78,b,2,1,Transit,2013,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.7419543,44.4482521,11.49947,77.25546,64.47723,311.83783,0.35500745,1.201,0.107,1.68,0.00529,Mass,5.33,G,5058.0,0.75,0.78,-0.498,0.625,4.61,2.63,12.92,2.6,124.376
4458,Kepler-780 b,Kepler-780,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,281.7663511,44.2924898,19.30376,73.61865,66.84394,291.78872,0.67737516,0.89,0.079,0.64,0.00201,M-R relationship,4.99,,5769.0,1.02,1.01,0.017,4.9,4.42,1.01394,,,557.652
4459,Kepler-781 b,Kepler-781,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.6535874,47.4147762,16.58248,78.21693,68.75038,304.48641,13.2140732,2.89,0.258,8.7,0.0274,M-R relationship,1.98,,5162.0,0.78,0.81,-0.384,4.9,4.58,1.84941,,,1064.47
4460,Kepler-782 b,Kepler-782,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.868246,47.75947,15.95896,78.87676,68.79199,306.93849,158.6853308,3.21,0.286,10.4,0.0327,M-R relationship,1.73,,5867.0,1.01,0.98,0.11,5.25,4.42,0.94331,,,446.844
4461,Kepler-783 b,Kepler-783,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.0628615,47.484789,14.49447,79.2337,67.99116,310.39788,4.29264638,0.78,0.07,0.399,0.00126,M-R relationship,4.62,,5521.0,0.89,0.93,-0.231,3.89,4.51,0.90656,,,516.09
4462,Kepler-783 c,Kepler-783,c,1,2,Transit,2020,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.0628615,47.484789,14.49447,79.2337,67.99116,310.39788,7.05395,2.332,0.208,6.04,0.019,M-R relationship,2.62,,5411.49,0.87,0.94,-0.231,9.7,4.53,1.99808,,,516.09
4463,Kepler-784 b,Kepler-784,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.9206663,47.4486164,11.53087,80.68512,66.60924,318.12113,31.5922646,1.58,0.141,3.12,0.00982,M-R relationship,4.35,,5674.0,1.32,1.0,0.857,9.12,4.19,0.05821,,4.8,1303.72
4464,Kepler-784 c,Kepler-784,c,1,2,Transit,2023,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.9206663,47.4486164,11.53087,80.68512,66.60924,318.12113,17.157236,1.55,0.158,3.02,0.00951,M-R relationship,4.46,,5676.0,1.49,1.02,0.857,8.8,4.1,0.09554,,4.8,1303.72
4465,Kepler-785 b,Kepler-785,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.0683108,38.8422004,10.08152,71.58933,59.60354,305.3306,1.97376093,13.02,1.162,,,Msini,,,4739.0,0.71,0.77,-0.683,2.82,4.62,3.97867,,,642.051
4466,Kepler-786 b,Kepler-786,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.7439223,38.9392217,8.96715,72.28336,59.29869,307.83676,53.5293487,2.43,0.217,6.48,0.0204,M-R relationship,2.48,,4838.0,0.74,0.81,-0.583,2.51,4.61,2.25989,,,485.318
4467,Kepler-787 b,Kepler-787,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.6924773,38.5729105,10.22219,71.21092,59.43171,304.62642,0.9283105,1.28,0.114,2.18,0.00687,M-R relationship,5.71,,4248.0,0.62,0.65,-0.895,3.39,4.67,3.24108,,,503.568
4468,Kepler-788 b,Kepler-788,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,290.0004154,38.5398551,11.39483,70.58601,59.77011,302.0975,8.39846269,2.55,0.227,7.04,0.0221,M-R relationship,2.33,,6159.0,1.23,1.16,0.336,3.02,4.32,0.10251,,,1775.8
4469,Kepler-789 b,Kepler-789,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.9751549,38.9466396,7.44438,73.12426,58.74195,311.03036,8.63847725,2.12,0.189,5.14,0.0162,M-R relationship,2.96,,5870.0,1.02,1.01,0.496,3.72,4.42,0.46008,,,1480.16
4470,Kepler-79 b,Kepler-79,b,1,4,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,300.5171067,44.3815508,7.23801,79.57854,62.45244,321.69471,13.4845,3.47,0.31,10.9,0.0343,Mass,1.43,,6174.0,1.3,1.17,0.342,3.44,4.27,0.741,,,1020.72
4471,Kepler-79 c,Kepler-79,c,1,4,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,300.5171067,44.3815508,7.23801,79.57854,62.45244,321.69471,27.4029,3.72,0.332,5.9,0.019,Mass,0.62,,6174.0,1.3,1.17,0.342,3.44,4.27,0.741,,,1020.72
4472,Kepler-79 d,Kepler-79,d,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,300.5171067,44.3815508,7.23801,79.57854,62.45244,321.69471,52.0902,7.16,0.639,6.0,0.019,Mass,0.09,,6174.0,1.3,1.17,0.342,3.44,4.27,0.741,,,1020.72
4473,Kepler-79 e,Kepler-79,e,1,4,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,300.5171067,44.3815508,7.23801,79.57854,62.45244,321.69471,81.0659,3.49,0.311,4.1,0.013,Mass,0.53,,6174.0,1.3,1.17,0.342,3.44,4.27,0.741,,,1020.72
4474,Kepler-790 b,Kepler-790,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.9171489,38.8722123,13.71774,69.85924,60.70191,297.57794,13.73469807,2.18,0.194,5.39,0.017,M-R relationship,2.86,,5208.0,0.8,0.84,-0.424,4.9,4.56,9.48847,,,703.168
4475,Kepler-791 b,Kepler-791,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.5958044,39.0294267,9.11103,72.30998,59.42043,307.67769,14.5539759,3.05,0.272,9.53,0.03,M-R relationship,1.85,,6383.0,1.47,1.3,0.403,2.24,4.21,0.01771,,,1266.34
4476,Kepler-792 b,Kepler-792,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.0068239,38.8207001,10.11457,71.54789,59.59712,305.23149,11.30119217,1.96,0.175,4.5,0.0142,M-R relationship,3.28,,5971.0,1.12,1.09,0.274,3.39,4.38,1.52852,,,1425.47
4477,Kepler-793 b,Kepler-793,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,295.2167334,38.7744269,7.87857,72.68455,58.77515,309.84598,4.24153639,1.37,0.122,2.45,0.00771,M-R relationship,5.24,,5745.0,0.97,0.98,0.11,4.27,4.46,0.95862,,,985.699
4478,Kepler-794 b,Kepler-794,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,288.1336793,38.9968923,12.90645,70.37593,60.59157,299.51209,11.13125132,2.11,0.188,5.1,0.016,M-R relationship,2.98,,5839.0,1.38,1.19,0.506,4.07,4.23,1.28479,,,931.192
4479,Kepler-795 b,Kepler-795,b,2,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,291.0189951,38.5455728,10.68138,70.94724,59.55578,303.61673,29.6193421,1.68,0.15,3.46,0.0109,M-R relationship,4.01,,5631.0,0.96,0.94,-0.022,6.46,4.45,1.24741,,,492.122
4480,Kepler-796 b,Kepler-796,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.3078999,39.1447097,13.55144,70.24259,60.8936,298.3161,6.40087618,1.3,0.116,2.24,0.00705,M-R relationship,5.6,,5475.0,1.09,0.93,0.572,11.75,4.33,3.55345,,,817.584
4481,Kepler-797 b,Kepler-797,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,297.2089078,41.781645,8.00979,76.08384,61.05781,314.79413,27.07237711,2.17,0.194,5.35,0.0168,M-R relationship,2.88,,5680.0,0.95,0.96,0.47,3.89,4.47,0.72049,,,1315.26
4482,Kepler-798 b,Kepler-798,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,292.4782785,42.1422821,11.28489,74.7325,62.64071,308.0877,13.71933369,2.39,0.213,6.3,0.0198,M-R relationship,2.54,,6224.0,1.29,1.19,0.222,2.82,4.29,0.70442,,,972.274
4483,Kepler-799 b,Kepler-799,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.1748966,44.8784754,15.91971,75.64356,66.44517,301.57392,133.4605235,6.88,0.614,37.9,0.119,M-R relationship,0.64,,5681.0,0.93,0.95,0.349,3.98,4.49,0.82029,,,1509.084
4484,Kepler-799 c,Kepler-799,c,1,2,Transit,2021,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,287.1748966,44.8784754,15.91971,75.64356,66.44517,301.57392,15.19419956,2.781,0.248,8.15,0.0256,M-R relationship,2.08,,5588.0,1.59,1.03,0.349,0.5,4.05,0.45024,,,1509.084
4485,Kepler-8 b,Kepler-8,b,1,1,Transit,2010,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,281.2881335,42.4510975,19.01274,71.65893,65.10597,290.06269,3.5224991,15.872,1.416,187.5197,0.59,Mass,0.27,,6213.0,1.49,1.21,0.605,3.47,4.17,0.65374,,10.5,1021.87
4486,Kepler-80 b,Kepler-80,b,1,6,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.1125759,39.9787451,7.85257,74.08669,59.67592,311.91322,7.05246,2.67,0.238,6.93,0.0218,Mass,1.38,K5,4540.0,0.68,0.73,-0.77,2.0,4.64,2.33,,,369.451
4487,Kepler-80 c,Kepler-80,c,1,6,Transit,2012,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.1125759,39.9787451,7.85257,74.08669,59.67592,311.91322,9.52355,2.74,0.244,6.74,0.02121,Mass,1.22,K5,4540.0,0.68,0.73,-0.77,2.0,4.64,2.33,,,369.451
4488,Kepler-80 d,Kepler-80,d,1,6,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.1125759,39.9787451,7.85257,74.08669,59.67592,311.91322,3.07222,1.53,0.136,6.75,0.02124,Mass,7.04,K5,4540.0,0.68,0.73,-0.77,2.0,4.64,2.33,,,369.451
4489,Kepler-80 e,Kepler-80,e,1,6,Transit,2014,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.1125759,39.9787451,7.85257,74.08669,59.67592,311.91322,4.64489,1.6,0.143,4.13,0.01299,Mass,3.75,K5,4540.0,0.68,0.73,-0.77,2.0,4.64,2.33,,,369.451
4490,Kepler-80 f,Kepler-80,f,1,6,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.1125759,39.9787451,7.85257,74.08669,59.67592,311.91322,0.9867873,1.21,0.108,1.92,0.00606,M-R relationship,5.96,K5,4540.0,0.68,0.73,-0.77,2.0,4.64,2.33,,,369.451
4491,Kepler-80 g,Kepler-80,g,1,6,Transit,2017,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,296.1125759,39.9787451,7.85257,74.08669,59.67592,311.91322,14.64558,1.13,0.101,1.51,0.00474,M-R relationship,5.75,K5,4540.0,0.68,0.83,-0.767,2.0,4.64,2.33,,,369.451
4492,Kepler-800 b,Kepler-800,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.5747697,44.7951858,16.28111,75.39413,66.4885,300.4933,14.13176026,2.85,0.254,8.5,0.0267,M-R relationship,2.02,,5315.0,0.82,0.85,-0.358,4.68,4.55,1.0156,,,1019.26
4493,Kepler-801 b,Kepler-801,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.0751815,44.6646277,16.56057,75.1285,66.4626,299.54805,11.41928253,2.0,0.178,4.66,0.0147,M-R relationship,3.2,,4435.0,0.63,0.67,-0.798,3.55,4.66,1.5102,,,440.426
4494,Kepler-802 b,Kepler-802,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,286.0157998,45.0077413,16.72791,75.44422,66.80394,299.68586,40.0587473,3.54,0.316,12.3,0.0386,M-R relationship,1.52,,5507.0,0.9,0.93,-0.226,4.68,4.5,0.49325,,,780.585
4495,Kepler-803 b,Kepler-803,b,1,1,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,299.2216728,44.6939033,8.19102,79.37192,63.13404,320.17043,50.28638192,3.79,0.338,13.8,0.0434,M-R relationship,1.39,,5919.0,1.12,1.05,0.241,4.9,4.36,1.8368,,,639.771
4496,Kepler-804 b,Kepler-804,b,1,2,Transit,2016,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,293.3722109,44.7851812,11.88612,77.4418,64.88785,311.56326,14.37457351,1.94,0.173,4.42,0.0139,M-R relationship,3.33,,5817.0,1.05,1.01,0.05,5.25,4.4,1.15872,,,649.65
